TEXT;ES;EN
La incubadora está vacía\n¿Quieres agregar un Huevo?;La incubadora está vacía\n¿Quieres agregar un Huevo?;The incubator is empty\nDo you want to add an Egg?
Elige un Huevo.;Elige un Huevo.;Choose an Egg.
El Pokémon elegido no es un Huevo.;El Pokémon elegido no es un Huevo.;The chosen Pokémon is not an Egg.
¿Quieres sacar este Huevo de la incubadora?;¿Quieres sacar este Huevo de la incubadora?;Do you want to take this Egg out of the incubator?
¿Quieres agregarlo a tu equipo?;¿Quieres agregarlo a tu equipo?;Do you want to add it to your team?
Tu equipo está lleno.\1;Tu equipo está lleno.\1;Your team is full.\1
¡No hay mas espacio para Pokémon!\1;¡No hay mas espacio para Pokémon!\1;There is no more space for Pokémon!\1
¡Las cajas están llenas y no pueden recibir mas Pokémon!;¡Las cajas están llenas y no pueden recibir mas Pokémon!;The boxes are full and can't receive any more Pokémon!
La caja \;La caja \;The box
{1} fue transferido a la caja \;{1} fue transferido a la caja \;{1} was transferred to the box \
¿Quieres agregar el Huevo a la incubadora?;¿Quieres agregar el Huevo a la incubadora?;Do you want to add the Egg to the incubator?
Elegir;Elegir;Choose
Huevo elegido.;Huevo elegido.;Chosen egg.
¡Debes elegir un huevo!;¡Debes elegir un huevo!;You must choose an egg!
¿Qué deseas buscar?;¿Qué deseas buscar?;What do you want to search for?
¿Qué Pokémon desea buscar?;¿Qué Pokémon desea buscar?;What Pokémon do you want to search for?
¿Qué objeto deseas buscar?;¿Qué objeto deseas buscar?;What object do you want to search for?
¿No? ¿De verdad no quieres probar una versión distinta de alguno de tus Pokémon?;¿No? ¿De verdad no quieres probar una versión distinta de alguno de tus Pokémon?;No? Don't you really want to try a different version of one of your Pokémon?
{1} no tiene formas alternativas disponibles.;{1} no tiene formas alternativas disponibles.;{1} has no alternative forms available.
No hay formas alternativas disponibles para {1}.;No hay formas alternativas disponibles para {1}.;There are no alternative forms available for {1}.
¿Qué forma quieres que tenga {1}?;¿Qué forma quieres que tenga {1}?;What shape do you want {1} to have?
¡Listo! ¡He cambiado la forma de {1} a {2}!;¡Listo! ¡He cambiado la forma de {1} a {2}!;Ready! I changed the form from {1} to {2}!
¿Enseñar qué movimiento huevo?;¿Enseñar qué movimiento huevo?;Teach what egg movement?
No hay más movimientos huevo para que {1} aprenda.;No hay más movimientos huevo para que {1} aprenda.;There are no more egg moves for {1} to learn.
¡Impreso!;¡Impreso!;Printed!
Solo objetos ocultos;Solo objetos ocultos;Hidden objects only
Imprimir eventos de objetos;Imprimir eventos de objetos;Print object events
Imprime los eventos de objetos en el mapa.;Imprime los eventos de objetos en el mapa.;Prints object events on the map.
Imprimir objetos en mapa actual;Imprimir objetos en mapa actual;Print objects on current map
Imprime los eventos de objetos en el mapa actual.;Imprime los eventos de objetos en el mapa actual.;Prints object events on the current map.
¿Quieres imprimir tambien los objetos que dan los NPCs? (pbReceiveItem);¿Quieres imprimir tambien los objetos que dan los NPCs? (pbReceiveItem);Do you also want to print the items that NPCs give? (pbReceiveItem)
Imprime todos los mapas;Imprime todos los mapas;Print all maps
Imprime todos los mapas en {1}.;Imprime todos los mapas en {1}.;Print all maps in {1}.
{1} ya existe. ¿Quieres sobrescribirlo?;{1} ya existe. ¿Quieres sobrescribirlo?;{1} already exists. Do you want to overwrite it?
Por favor, espera.\\wtnp[0];Por favor, espera.\\wtnp[0];Please wait.\\wtnp[0]
Cambiar modo de objetos ocultos;Cambiar modo de objetos ocultos;Change hidden object mode
Incluir objetos ocultos en la impresión?;Incluir objetos ocultos en la impresión?;Include hidden objects in the print?
Corte Corazón (Normal/Hada);Corte Corazón (Normal/Hada);Heart Cut (Normal/Fairy)
Corte Estrella (Normal/Volador);Corte Estrella (Normal/Volador);Star Cut (Normal/Flying)
Corte Rombo (Normal/Roca);Corte Rombo (Normal/Roca);Rhombus Cut (Normal/Rock)
Corte Señorita (Normal/Eléctrico);Corte Señorita (Normal/Eléctrico);Miss Cut (Normal/Electric)
Corte Dama (Normal/Psíquico);Corte Dama (Normal/Psíquico);Lady Court (Normal/Psychic)
Corte Caballero (Normal/Planta);Corte Caballero (Normal/Planta);Knight Court (Normal/Plant)
Corte Aristocrático (Normal/Hielo);Corte Aristocrático (Normal/Hielo);Aristocratic Court (Normal/Ice)
Corte Kabuki (Normal/Fuego);Corte Kabuki (Normal/Fuego);Kabuki Cut (Normal/Fire)
Corte Faraónico (Normal/Agua);Corte Faraónico (Normal/Agua);Pharaonic Cut (Normal/Water)
¿Qué estilo de corte te gustaría para {1}?;¿Qué estilo de corte te gustaría para {1}?;What style of cut would you like for {1}?
¡Perfecto! {1} ha cambiado de peinado.;¡Perfecto! {1} ha cambiado de peinado.;Perfect! {1} has changed her hairstyle.
¡Espero que te guste el nuevo look de {1}!;¡Espero que te guste el nuevo look de {1}!;I hope you like {1}'s new look!
Recuerda que tras {1} días perderá el peinado. ¡Ven a verme de nuevo cuando eso ocurra!;Recuerda que tras {1} días perderá el peinado. ¡Ven a verme de nuevo cuando eso ocurra!;Remember that after {1} days you will lose your hairstyle. Come see me again when that happens!
¡Hola! Soy un peluquero especializado en Furfrou.;¡Hola! Soy un peluquero especializado en Furfrou.;Hello! I am a hairdresser specialized in Furfrou.
¿Quieres cambiar el peinado de tu Furfrou?;¿Quieres cambiar el peinado de tu Furfrou?;Do you want to change your Furfrou's hairstyle?
De acuerdo. ¡Vuelve cuando quieras un cambio de look!;De acuerdo. ¡Vuelve cuando quieras un cambio de look!;OK. Come back whenever you want a change of look!
No tienes ningún Furfrou en tu equipo.;No tienes ningún Furfrou en tu equipo.;You do not have any Furfrou on your team.
Trae uno la próxima vez y le haré un corte espectacular.;Trae uno la próxima vez y le haré un corte espectacular.;Bring one next time and I'll give it a killer cut.
¡Perfecto! Selecciona el Furfrou al que quieres cambiar el peinado.;¡Perfecto! Selecciona el Furfrou al que quieres cambiar el peinado.;Perfect! Select the Furfrou you want to change the hairstyle.
Vuelve cuando quieras cambiar el peinado.;Vuelve cuando quieras cambiar el peinado.;Come back when you want to change the hairstyle.
No puedo peinar a un Pokémon debilitado.;No puedo peinar a un Pokémon debilitado.;I can't comb a weakened Pokémon.
Cúralo primero y vuelve.;Cúralo primero y vuelve.;Heal him first and come back.
De acuerdo, será en otra ocasión.;De acuerdo, será en otra ocasión.;Okay, it will be another time.
{1} ya tiene ese peinado.;{1} ya tiene ese peinado.;{1} already has that hairstyle.
Graphics/UI/Town Map/UI/;Graphics/UI/Town Map/UI/;Graphics/UI/Town Map/UI/
No se encontró la información del mapa.;No se encontró la información del mapa.;Map information not found.
Rocket;Rocket;Rocket
Dojo;Dojo;Dojo
Silph;Silph;Sylph
MOVIMIENTOS;MOVIMIENTOS;MOVES
Sin Género;Sin Género;Genderless
NIVEL;NIVEL;LEVEL
PRECISIÓN;PRECISIÓN;ACCURACY
sin género;sin género;genderless
Estadísticas;Estadísticas;Stats
o;o;or
crianza;crianza;breeding;
primero;primero;first;
segundo;segundo;second;
tercero;tercero;third;
cuarto;cuarto;fourth;
quinto;quinto;fifth;
sexto;sexto;sixth;
séptimo;séptimo;seventh;
octavo;octavo;eighth;
noveno;noveno;ninth;
décimo;décimo;tenth;
${1};${1};${1}
{1}$;{1}$;{1}$
¡Ha dejado de nevar!;¡Ha dejado de nevar!;Has stopped snowing!
El {1} rival;El {1} rival;The rival {1}
El equipo rival;El equipo rival;Rival team
Tu equipo;Tu equipo;Your team
But it failed!;But it failed!;But it failed!
{1} obtuvo {2}.;{1} obtuvo {2}.;{1} got {2}.
{1} ha vuelto con {2}!;{1} ha vuelto con {2}!;{1} has returned with {2}!
¡{1} robó {3} de {2}!;¡{1} robó {3} de {2}!;¡{1} stole {3} from {2}!
ÁRBITRO: ¡Juicio: {1} a {2}!\n¡El ganador es {3}!;ÁRBITRO: ¡Juicio: {1} a {2}!\n¡El ganador es {3}!; ARBITER: Judgment: {1} to {2}!\nThe winner is {3}!
{1} (♀, Nv.{2});{1} (♀, Nv.{2});{1} (♀, Lv.{2})
CANCELAR;CANCELAR;CANCEL
{1} se ha curado de la parálisis.;{1} se ha curado de la parálisis.;{1} has been cured of paralysis.
{1} se ha descongelado.;{1} se ha descongelado.;{1} has thawed out.
{1} ya no está confuso.;{1} ya no está confuso.;{1} is no longer confused
Mar;Mar;Sea
A;A;A
Y;Y;Y
????.? m;????.? m;????.? m
Dar objeto;Dar objeto;Give item
Estilo de combate;Estilo de combate;Combat style
Volumen general;Volumen general;General volume
Volumen gritos Pkmn.;Volumen gritos Pkmn.;Pkmn. cries volume
Marco de menú;Marco de menú;Menu frame
Sacar;Sacar;Draw
¿Nombre de la caja?;¿Nombre de la caja?;Box name?
MOVER;MOVER;MOVE
DATOS;DATOS;DATA
CAMBIAR;CAMBIAR;SWITCH
Marcar/Desmarcar regalo;Marcar/Desmarcar regalo;Select/Deselect gift
otros;otros;others
No. ???;No. ???;No. ???
ATAQUE ESPECIAL;ATAQUE ESPECIAL;SPECIAL ATTACK
{1}-{2};{1}-{2};{1}-{2}
Información;Información;Information
¡{1} recibió {2} Moneda(s)!;¡{1} recibió {2} Moneda(s)!;{1} received {2} Coin(s)!
OTROS;OTROS;OTHERS
SÍ;SÍ;YES
NO;NO;NO
Editar;Editar;Edit
{1}: {2}, {3};{1}: {2}, {3};{1}: {2}, {3}
{1} (x{2});{1} (x{2});{1} (x{2})
TIPO DE ENTRENADOR;TIPO DE ENTRENADOR;TRAINER TYPE
Metadata Global;Metadata Global;Global Metadata
No existen animaciones.;No existen animaciones.;Animations do not exist.
X:;X:;X:
Y:;Y:;Y:
Archivo: \;Archivo: \;File: \
<user;<user;<user
Patrón;Patrón;Pattern
genderless;genderless;genderless
variocolor;variocolor;shiny
Habilidad: {1};Habilidad: {1};Ability: {1}
Objeto: {1};Objeto: {1};Item: {1}
Añadir Pokémon;Añadir Pokémon;Add Pokémon
AÑADIR OBJETO;AÑADIR OBJETO;ADD ITEM
SALTAR A MAPA;SALTAR A MAPA;JUMP TO MAP
Elige un entrenador.;Elige un entrenador.;Choose a trainer.
Tipo {1}: {2};Tipo {1}: {2};Tipo {1}: {2}
Olvidar movimiento;Olvidar movimiento;Forget move
{1} olvidó {2}.;{1} olvidó {2}.;{1} forgot {2}.
Quitar objeto;Quitar objeto;Remove item
{1} (+{2}, -{3});{1} (+{2}, -{3});{1} (+{2}, -{3})
[Reiniciar];[Reiniciar];[Restart]
PP al Máximo;PP al Máximo;Max PP
Definir género del EO.;Definir género del EO.;Define EO gender
Categoría;Categoría;Category
¿Enseñar movimiento?;¿Enseñar movimiento?;Teach move?
Nv. 1;Nv. 1;Lv. 1
¡Se escuchan sonido desde dentro! ¡eclosionará pronto!;¡Se escuchan sonido desde dentro! ¡eclosionará pronto!;You can hear sounds from inside! It will hatch soon!
Desactivar;Desactivar;Disable
Activar;Activar;Enable
¡No puedes liberar un Huevo!;¡No puedes liberar un Huevo!;You can't release an Egg!
Modo turbo;Modo turbo;Turbo Mode
{1} has been sent to Box \"{2}\"!;{1} has been sent to Box \"{2}\"!;{1} has been sent to Box \"{2}\"!
No se ha encontrado el archivo principal predeterminado \"messages_core.dat\".;No se ha encontrado el archivo principal predeterminado \"messages_core.dat\".;Default core messages file \"messages_core.dat\" not found.
No se ha encontrado el archivo predeterminado de mensajes del juego \"messages_game.dat\".;No se ha encontrado el archivo predeterminado de mensajes del juego \"messages_game.dat\".;Default game messages file \"messages_game.dat\" not found.
Todo el texto principal se extrajo a archivos en la carpeta \"{1}\".;Todo el texto principal se extrajo a archivos en la carpeta \"{1}\".;All core text was extracted to files in folder \"{1}\".
Todo el texto del juego se extrajo a archivos en la carpeta \"{1}\".;Todo el texto del juego se extrajo a archivos en la carpeta \"{1}\".;All game text was extracted to files in folder \"{1}\".
Después de traducir, elije \"Compilar texto traducido\" en el menú Debug.;Después de traducir, elije \"Compilar texto traducido\" en el menú Debug.;After translating, choose \"Compile translated text\" in the Debug menu.
Los archivos de texto en la carpeta \"Text_{1}\" se han compilado con éxito en el archivo \"Data/messages_{2}.dat\".;Los archivos de texto en la carpeta \"Text_{1}\" se han compilado con éxito en el archivo \"Data/messages_{2}.dat\".;Text files in folder \"Text_{1}\" were successfully compiled into file \"Data/messages_{2}.dat\".
Usa \"{1}\" en su lugar.;Usa \"{1}\" en su lugar.;Use \"{1}\" instead.
Nombre del creador del Sistema de Almacenamiento Pokémon (la opción de almacenamiento se llama \"PC de XXX\").;Nombre del creador del Sistema de Almacenamiento Pokémon (la opción de almacenamiento se llama \"PC de XXX\").;Name of Pokémon Storage System creator (the storage option is called \"XXX's PC\").
Has enviado a {1} a la Caja \"{2}\".;Has enviado a {1} a la Caja \"{2}\".;You sent {1} to Box \"{2}\".
¡{1} se ha enviado a la Caja \"{2}\"!;¡{1} se ha enviado a la Caja \"{2}\"!;{1} was sent to Box \"{2}\"!
Battle rule \"{1}\" does not exist.;Battle rule \"{1}\" does not exist.;Battle rule \"{1}\" does not exist.
\"Estado del Huevo\";\"Estado del Huevo\";\"Egg Status\"
No se ha encontrado el charset del jugador {1} andando (archivo: \"{2}\").;No se ha encontrado el charset del jugador {1} andando (archivo: \"{2}\").;Player {1} walking charset not found (file: \"{2}\").
No se encuentra el archivo \"MysteryGiftMaster.txt\" con los Regalos Misteriosos. No has creado ningún regalo.;No se encuentra el archivo \"MysteryGiftMaster.txt\" con los Regalos Misteriosos. No has creado ningún regalo.;File \"MysteryGiftMaster.txt\" with Mystery Gifts not found. You haven't created any gifts.
No hay Regalos Misteriosos definidos en el archivo \"MysteryGiftMaster.txt\". No has creado ninguno.;No hay Regalos Misteriosos definidos en el archivo \"MysteryGiftMaster.txt\". No has creado ninguno.;There are no Mystery Gifts defined in file \"MysteryGiftMaster.txt\". You haven't created any.
Archivo \"MysteryGiftMaster.txt\" leído correctamente con los Regalos Misteriosos.;Archivo \"MysteryGiftMaster.txt\" leído correctamente con los Regalos Misteriosos.;File \"MysteryGiftMaster.txt\" successfully read with Mystery Gifts.
Los regalos marcados con una X al entrar en el menú son los que están en internet. El resto son los que están en el archivo \"MysteryGiftMaster.txt\".;Los regalos marcados con una X al entrar en el menú son los que están en internet. El resto son los que están en el archivo \"MysteryGiftMaster.txt\".;Gifts marked with an X when entering the menu are those on the internet. The rest are those in file \"MysteryGiftMaster.txt\".
Una vez creados, al entrar en este menú verás que aparecen aquí, ya que se han guardado en el archivo \"MysteryGiftMaster.txt\".;Una vez creados, al entrar en este menú verás que aparecen aquí, ya que se han guardado en el archivo \"MysteryGiftMaster.txt\".;Once created, when entering this menu you'll see them appear here, as they've been saved in file \"MysteryGiftMaster.txt\".
En este menú, marca y desmarca los que quieras y después dale a \"Exportar elegidos\" para escribir los seleccionados en el archivo \"MysteryGift.txt\", que es un archivo distinto, y así poder subirlos a internet.;En este menú, marca y desmarca los que quieras y después dale a \"Exportar elegidos\" para escribir los seleccionados en el archivo \"MysteryGift.txt\", que es un archivo distinto, y así poder subirlos a internet.;In this menu, check and uncheck the ones you want and then click \"Export selected\" to write the selected ones to file \"MysteryGift.txt\", which is a different file, so you can upload them to the internet.
